id,type,attributes.bearing,attributes.carriages,attributes.current_status,attributes.current_stop_sequence,attributes.direction_id,attributes.label,attributes.latitude,attributes.longitude,attributes.occupancy_status,attributes.revenue,attributes.speed,attributes.updated_at,links.self,relationships.route.data.id,relationships.route.data.type,relationships.stop.data,relationships.trip.data.id,relationships.trip.data.type,relationships.stop.data.id,relationships.stop.data.type
G-10084,vehicle,200.0,"[{'label': '3816', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3635', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,90.0,0.0,3816-3635,42.35356,-71.06432,,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/G-10084,Green-B,route,,ADDED-1583224125,trip,70159,stop
y1281,vehicle,,[],STOPPED_AT,10.0,1.0,1281,42.350328,-71.063608,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1281,749,route,,72040164,trip,6565,stop
y1410,vehicle,90.0,[],STOPPED_AT,1.0,0.0,1410,42.38373,-71.07551,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:41-04:00,/vehicles/y1410,105,route,,71996950,trip,29007,stop
y1964,vehicle,301.0,[],IN_TRANSIT_TO,5.0,0.0,1964,42.390276,-71.08922,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1964,101,route,,71995376,trip,2723,stop
y3255,vehicle,162.0,[],IN_TRANSIT_TO,7.0,0.0,3255,42.328475,-71.083465,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y3255,23,route,,71373688,trip,40001,stop
G-10091,vehicle,120.0,"[{'label': '3892', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3608', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,7.0,0.0,3892-3608,42.38795,-71.09701,,REVENUE,8.2,2025-10-28T12:45:05-04:00,/vehicles/G-10091,Green-E,route,,ADDED-1583224121,trip,70506,stop
y3308,vehicle,,[],IN_TRANSIT_TO,2.0,0.0,3308,42.417097,-70.990948,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:01-04:00,/vehicles/y3308,455,route,,71826321,trip,5700,stop
y2111,vehicle,344.0,[],IN_TRANSIT_TO,,,2111,42.439129,-71.213493,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y2111,Shuttle-Generic,route,,BL-88513924,trip,,
O-54863307,vehicle,40.0,"[{'label': '1504', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 16}, {'label': '1505', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 15}, {'label': '1529', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 9}, {'label': '1528', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 11}, {'label': '1525', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5}, {'label': '1524', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 5}]",STOPPED_AT,60.0,1.0,1504,42.34086,-71.0841,,REVENUE,,2025-10-28T12:44:39-04:00,/vehicles/O-54863307,Orange,route,,70525388,trip,70013,stop
ynk236,vehicle,116.0,[],IN_TRANSIT_TO,,,236,42.328257,-71.24068,,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/ynk236,Shuttle-Generic,route,,BL-42040132,trip,,
y2095,vehicle,178.0,[],IN_TRANSIT_TO,30.0,1.0,2095,42.386543,-71.119334,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y2095,77,route,,71694938,trip,2304,stop
1835,vehicle,178.0,[],IN_TRANSIT_TO,50.0,0.0,1835,42.0870475769043,-71.01661682128906,,REVENUE,9.4,2025-10-28T12:44:43-04:00,/vehicles/1835,CR-NewBedford,route,,Base-772971-1917,trip,MM-0200-S,stop
y1206,vehicle,100.0,[],IN_TRANSIT_TO,4.0,0.0,1206,42.3309,-71.089452,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1206,28,route,,72040725,trip,11323,stop
ynk253,vehicle,244.0,[],IN_TRANSIT_TO,,,253,42.321744,-71.170767,,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/ynk253,Shuttle-Generic,route,,BL-64726600,trip,,
G-10076,vehicle,315.0,"[{'label': '3837', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3655', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,140.0,0.0,3837-3655,42.34925,-71.10008,,REVENUE,5.1,2025-10-28T12:44:35-04:00,/vehicles/G-10076,Green-B,route,,ADDED-1583224076,trip,70149,stop
y1628,vehicle,311.0,[],STOPPED_AT,2.0,1.0,1628,42.269187,-71.096355,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1628,30,route,,72093924,trip,16458,stop
y1413,vehicle,0.0,[],STOPPED_AT,1.0,0.0,1413,42.38477,-71.07566,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y1413,95,route,,71997833,trip,29008,stop
y0852,vehicle,0.0,[],STOPPED_AT,1.0,1.0,0852,42.4261261,-71.0740824,,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/y0852,104,route,,71994970,trip,53270,stop
y1963,vehicle,,[],IN_TRANSIT_TO,18.0,0.0,1963,42.362973,-71.157289,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1963,70,route,,71696108,trip,1445,stop
y2076,vehicle,45.0,[],STOPPED_AT,1.0,1.0,2076,42.41299,-70.99143,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:53-04:00,/vehicles/y2076,110,route,,71995133,trip,15797,stop
y1865,vehicle,90.0,[],STOPPED_AT,1.0,0.0,1865,42.3303,-71.05753,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:50-04:00,/vehicles/y1865,17,route,,71467415,trip,13,stop
ynk341,vehicle,26.0,[],IN_TRANSIT_TO,,,341,42.335239,-71.252764,,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/ynk341,Shuttle-Generic,route,,BL-107420515,trip,,
ynk256,vehicle,,[],IN_TRANSIT_TO,,,256,42.338698,-71.044763,,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/ynk256,Shuttle-Generic,route,,BL-100971263,trip,,
y1743,vehicle,,[],STOPPED_AT,1.0,0.0,1743,42.34093,-71.070557,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:13-04:00,/vehicles/y1743,8,route,,71467377,trip,899,stop
y3303,vehicle,218.0,[],STOPPED_AT,1.0,0.0,3303,42.443284,-70.987329,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y3303,116,route,,71825786,trip,5740,stop
1826,vehicle,,[],STOPPED_AT,0.0,1.0,1826,42.521446228027344,-71.10658264160156,,REVENUE,,2025-10-28T12:44:27-04:00,/vehicles/1826,CR-Haverhill,route,,Base-772446-1240,trip,WR-0120-S,stop
y1903,vehicle,,[],IN_TRANSIT_TO,13.0,0.0,1903,42.346056,-71.087102,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1903,1,route,,71468302,trip,93,stop
y1735,vehicle,236.0,[],STOPPED_AT,10.0,0.0,1735,42.334851,-71.11168,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1735,60,route,,71466347,trip,1524,stop
y3224,vehicle,90.0,[],IN_TRANSIT_TO,14.0,1.0,3224,42.353,-71.13241,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:53-04:00,/vehicles/y3224,66,route,,71373219,trip,10928,stop
y2117,vehicle,,[],IN_TRANSIT_TO,2.0,1.0,2117,42.365561,-71.184823,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:58-04:00,/vehicles/y2117,71,route,,71695308,trip,2048,stop
y1845,vehicle,,[],IN_TRANSIT_TO,20.0,1.0,1845,42.319977,-71.06221,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:59-04:00,/vehicles/y1845,16,route,,71466017,trip,124,stop
y3347,vehicle,86.0,[],STOPPED_AT,25.0,0.0,3347,42.465379,-70.942898,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y3347,455,route,,71826320,trip,6830,stop
y1254,vehicle,1.0,[],IN_TRANSIT_TO,4.0,1.0,1254,42.308441,-71.115475,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:13-04:00,/vehicles/y1254,39,route,,72039531,trip,1128,stop
y3240,vehicle,272.0,[],IN_TRANSIT_TO,11.0,0.0,3240,42.333315,-71.107069,,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y3240,66,route,,71372956,trip,1365,stop
y2106,vehicle,4.0,[],IN_TRANSIT_TO,7.0,0.0,2106,42.416392,-71.084361,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y2106,100,route,,71993628,trip,5275,stop
O-548634C7,vehicle,15.0,"[{'label': '1482', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 4}, {'label': '1483', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 8}, {'label': '1417', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 10}, {'label': '1416', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 8}, {'label': '1523', 'occupancy_status': 'MANY_SEATS_AVAILABLE', 'occupancy_percentage': 8}, {'label': '1522', 'occupancy_status': 'FEW_SEATS_AVAILABLE', 'occupancy_percentage': 15}]",STOPPED_AT,30.0,1.0,1482,42.32319,-71.09982,,REVENUE,,2025-10-28T12:44:56-04:00,/vehicles/O-548634C7,Orange,route,,70525396,trip,70007,stop
y0792,vehicle,51.0,[],IN_TRANSIT_TO,3.0,0.0,0792,42.252529,-71.000935,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:12-04:00,/vehicles/y0792,216,route,,71987798,trip,3239,stop
ynk233,vehicle,,[],IN_TRANSIT_TO,,,233,42.336891,-71.253088,,REVENUE,,2025-10-28T12:43:08-04:00,/vehicles/ynk233,Shuttle-Generic,route,,BL-192490,trip,,
G-10115,vehicle,305.0,"[{'label': '3715', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3853', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,9.0,0.0,3715-3853,42.37548,-71.08622,,REVENUE,4.2,2025-10-28T12:45:07-04:00,/vehicles/G-10115,Green-D,route,,ADDED-1583224091,trip,70502,stop
y1956,vehicle,258.0,[],IN_TRANSIT_TO,9.0,0.0,1956,42.375044,-71.147263,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1956,73,route,,71695386,trip,2030,stop
y1860,vehicle,,[],STOPPED_AT,1.0,1.0,1860,42.330324,-71.057208,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:03-04:00,/vehicles/y1860,10,route,,71468140,trip,33,stop
y1877,vehicle,150.0,[],IN_TRANSIT_TO,16.0,0.0,1877,42.309997,-71.082914,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1877,23,route,,71466604,trip,471,stop
y3321,vehicle,90.0,[],STOPPED_AT,1.0,1.0,3321,42.46199,-70.94597,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:51-04:00,/vehicles/y3321,426,route,,71826031,trip,16653,stop
y1652,vehicle,197.0,[],STOPPED_AT,23.0,0.0,1652,42.240981,-71.130958,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1652,32,route,,72094808,trip,32818,stop
B-54863699,vehicle,60.0,"[{'label': '0776', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0777', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0711', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0710', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0747', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0746', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",IN_TRANSIT_TO,70.0,1.0,0776,42.38049,-71.017,,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/B-54863699,Blue,route,,72120537,trip,70052,stop
y3304,vehicle,,[],STOPPED_AT,1.0,0.0,3304,42.412987,-70.991555,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:38-04:00,/vehicles/y3304,442,route,,71825809,trip,15798,stop
ynk223,vehicle,357.0,[],IN_TRANSIT_TO,,,223,42.335129,-71.255021,,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/ynk223,Shuttle-Generic,route,,BL-50837217,trip,,
y3127,vehicle,185.0,[],IN_TRANSIT_TO,15.0,1.0,3127,42.375747,-71.039211,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y3127,114,route,,71826208,trip,5736,stop
y1601,vehicle,,[],IN_TRANSIT_TO,30.0,0.0,1601,42.248335,-71.173198,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1601,34E,route,,72094609,trip,13618,stop
y3111,vehicle,218.0,[],STOPPED_AT,1.0,1.0,3111,42.443996,-70.986426,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y3111,116,route,,71825739,trip,15796,stop
y1705,vehicle,317.0,[],STOPPED_AT,23.0,1.0,1705,42.283333,-71.131447,FULL,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1705,34,route,,72094512,trip,634,stop
y1332,vehicle,135.0,[],IN_TRANSIT_TO,5.0,0.0,1332,42.367766,-71.027386,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/y1332,741,route,,72039761,trip,17091,stop
y1436,vehicle,177.0,[],IN_TRANSIT_TO,11.0,1.0,1436,42.366231,-71.058545,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y1436,92,route,,71996908,trip,2829,stop
y1796,vehicle,80.0,[],STOPPED_AT,16.0,0.0,1796,42.335503,-71.041162,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y1796,9,route,,71465578,trip,22,stop
ynk260,vehicle,,[],IN_TRANSIT_TO,,,260,42.33537,-71.253619,,REVENUE,,2025-10-28T12:44:16-04:00,/vehicles/ynk260,Shuttle-Generic,route,,BL-3771835,trip,,
y1289,vehicle,,[],STOPPED_AT,10.0,1.0,1289,42.3504,-71.063461,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1289,749,route,,72040070,trip,6565,stop
y3238,vehicle,41.0,[],STOPPED_AT,13.0,1.0,3238,42.308743,-71.064476,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y3238,15,route,,71466463,trip,1473,stop
G-10047,vehicle,225.0,"[{'label': '3856', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3641', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,290.0,0.0,3856-3641,42.33847,-71.15282,,REVENUE,6.0,2025-10-28T12:43:18-04:00,/vehicles/G-10047,Green-B,route,,ADDED-1583223969,trip,70113,stop
y1673,vehicle,7.0,[],STOPPED_AT,23.0,1.0,1673,42.292285,-71.117772,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/y1673,32,route,,72094960,trip,56479,stop
B-548636AB,vehicle,330.0,"[{'label': '0737', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0736', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0724', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0725', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0754', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0755', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,100.0,0.0,0737,42.35948,-71.05966,,REVENUE,,2025-10-28T12:44:13-04:00,/vehicles/B-548636AB,Blue,route,,ADDED-1583224028,trip,70039,stop
y1755,vehicle,277.0,[],STOPPED_AT,5.0,0.0,1755,42.323166,-71.063766,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y1755,16,route,,71465275,trip,133,stop
y3335,vehicle,27.0,[],STOPPED_AT,1.0,0.0,3335,42.369118,-71.039737,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:05-04:00,/vehicles/y3335,116,route,,71825857,trip,5740,stop
G-10102,vehicle,35.0,"[{'label': '3819', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3695', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,610.0,1.0,3819-3695,42.35927,-71.05945,,REVENUE,,2025-10-28T12:43:56-04:00,/vehicles/G-10102,Green-C,route,,ADDED-1583223983,trip,70201,stop
y1322,vehicle,41.0,[],IN_TRANSIT_TO,6.0,0.0,1322,42.382145,-71.023123,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y1322,743,route,,72041104,trip,74637,stop
y1840,vehicle,,[],STOPPED_AT,9.0,0.0,1840,42.326415,-71.075743,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:03-04:00,/vehicles/y1840,15,route,,71466623,trip,1496,stop
y2079,vehicle,,[],STOPPED_AT,43.0,1.0,2079,42.377922,-71.120662,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:53-04:00,/vehicles/y2079,78,route,,71695574,trip,12614,stop
y2037,vehicle,304.0,[],STOPPED_AT,1.0,0.0,2037,42.37137,-71.076806,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y2037,69,route,,71694645,trip,70500,stop
G-10124,vehicle,270.0,"[{'label': '3828', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3691', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,400.0,0.0,3828-3691,42.33965,-71.13373,,REVENUE,8.0,2025-10-28T12:45:11-04:00,/vehicles/G-10124,Green-C,route,,ADDED-1583223901,trip,70229,stop
y1901,vehicle,91.0,[],IN_TRANSIT_TO,4.0,1.0,1901,42.337615,-71.088251,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1901,708,route,,71465511,trip,17862,stop
y1910,vehicle,,[],STOPPED_AT,18.0,0.0,1910,42.32704,-71.061976,,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1910,10,route,,71466775,trip,29051,stop
y3320,vehicle,,[],IN_TRANSIT_TO,3.0,1.0,3320,42.519896,-70.896527,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:01-04:00,/vehicles/y3320,455,route,,71826284,trip,6103,stop
y0786,vehicle,206.0,[],STOPPED_AT,1.0,1.0,0786,42.157096,-71.027482,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:06-04:00,/vehicles/y0786,240,route,,71988122,trip,4255,stop
y2004,vehicle,45.0,[],STOPPED_AT,1.0,1.0,2004,42.39608,-71.12024,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:46-04:00,/vehicles/y2004,89,route,,71995320,trip,5104,stop
y1610,vehicle,219.0,[],STOPPED_AT,2.0,0.0,1610,42.296189,-71.11779,FEW_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y1610,37,route,,72093717,trip,596,stop
G-10019,vehicle,225.0,"[{'label': '3685', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3846', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,350.0,0.0,3685-3846,42.34376,-71.1154,,REVENUE,13.2,2025-10-28T12:45:13-04:00,/vehicles/G-10019,Green-C,route,,ADDED-1583224052,trip,70217,stop
y3334,vehicle,198.0,[],STOPPED_AT,11.0,1.0,3334,42.408163,-71.013543,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y3334,116,route,,71825742,trip,5714,stop
1837,vehicle,182.0,[],IN_TRANSIT_TO,10.0,0.0,1837,42.31495666503906,-71.05211639404297,,REVENUE,10.7,2025-10-28T12:44:34-04:00,/vehicles/1837,CR-Kingston,route,,Base-774172-1019,trip,MM-0079-S,stop
y3291,vehicle,242.0,[],IN_TRANSIT_TO,13.0,0.0,3291,42.352243,-71.140975,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:09-04:00,/vehicles/y3291,57,route,,71375002,trip,967,stop
y1603,vehicle,192.0,[],IN_TRANSIT_TO,28.0,0.0,1603,42.257605,-71.123711,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:11-04:00,/vehicles/y1603,50,route,,72093726,trip,6509,stop
y3239,vehicle,,[],STOPPED_AT,31.0,0.0,3239,42.37365,-71.23645,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:08-04:00,/vehicles/y3239,553,route,,71374043,trip,86971,stop
y1869,vehicle,42.0,[],STOPPED_AT,11.0,1.0,1869,42.307931,-71.07547,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:14-04:00,/vehicles/y1869,16,route,,71466013,trip,2928,stop
y2054,vehicle,,[],STOPPED_AT,32.0,1.0,2054,42.388422,-71.027058,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:03-04:00,/vehicles/y2054,104,route,,71994919,trip,5658,stop
R-54863620,vehicle,290.0,"[{'label': '1751', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1750', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1726', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1727', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1719', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '1718', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,140.0,1.0,1751,42.35311,-71.05617,,REVENUE,,2025-10-28T12:45:03-04:00,/vehicles/R-54863620,Red,route,,ADDED-1583224025,trip,70078,stop
y1792,vehicle,262.0,[],IN_TRANSIT_TO,7.0,1.0,1792,42.354651,-71.110719,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/y1792,47,route,,71467634,trip,1773,stop
B-548636A5,vehicle,40.0,"[{'label': '0785', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0784', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0748', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0749', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0732', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '0733', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,40.0,1.0,0785,42.36499,-71.04294,,REVENUE,,2025-10-28T12:45:04-04:00,/vehicles/B-548636A5,Blue,route,,72120514,trip,70046,stop
G-10116,vehicle,200.0,"[{'label': '3905', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3909', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,100.0,0.0,3905-3909,42.35305,-71.06457,,REVENUE,,2025-10-28T12:44:19-04:00,/vehicles/G-10116,Green-C,route,,ADDED-1583224111,trip,70157,stop
y3359,vehicle,0.0,[],STOPPED_AT,3.0,0.0,3359,42.37583,-71.03908,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:24-04:00,/vehicles/y3359,116,route,,71825792,trip,5743,stop
y3210,vehicle,225.0,[],STOPPED_AT,1.0,1.0,3210,42.3846,-71.07657,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:45-04:00,/vehicles/y3210,747,route,,71375247,trip,29005,stop
y1802,vehicle,,[],STOPPED_AT,24.0,1.0,1802,42.349411,-71.076743,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:10-04:00,/vehicles/y1802,9,route,,71465703,trip,178,stop
G-10107,vehicle,225.0,"[{'label': '3629', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3884', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",INCOMING_AT,370.0,0.0,3629-3884,42.34154,-71.12385,,REVENUE,6.0,2025-10-28T12:45:11-04:00,/vehicles/G-10107,Green-C,route,,ADDED-1583224039,trip,70223,stop
y3318,vehicle,0.0,[],STOPPED_AT,1.0,0.0,3318,42.45624,-70.97458,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:33-04:00,/vehicles/y3318,436,route,,71826350,trip,14748,stop
y1770,vehicle,,[],STOPPED_AT,1.0,0.0,1770,42.336179,-71.088818,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:52-04:00,/vehicles/y1770,15,route,,71466618,trip,17863,stop
G-10037,vehicle,135.0,"[{'label': '3881', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}, {'label': '3700', 'occupancy_status': 'NO_DATA_AVAILABLE', 'occupancy_percentage': None}]",STOPPED_AT,1.0,1.0,3881-3700,42.34018,-71.16709,,REVENUE,,2025-10-28T12:44:38-04:00,/vehicles/G-10037,Green-B,route,,ADDED-1583224113,trip,70106,stop
1715,vehicle,,[],STOPPED_AT,0.0,0.0,1715,42.366363525390625,-71.06244659423828,,REVENUE,,2025-10-28T12:44:28-04:00,/vehicles/1715,CR-Haverhill,route,,Base-772343-241,trip,BNT-0000,stop
y2093,vehicle,144.0,[],STOPPED_AT,6.0,1.0,2093,42.382544,-71.179973,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:45:07-04:00,/vehicles/y2093,73,route,,71695275,trip,2104,stop
y3200,vehicle,180.0,[],STOPPED_AT,1.0,1.0,3200,42.37731,-71.12014,MANY_SEATS_AVAILABLE,REVENUE,,2025-10-28T12:44:48-04:00,/vehicles/y3200,66,route,,71373221,trip,22549,stop
